Unnamed: 0,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
52215,2023-06-07,S001,P0016,Groceries,North,414,244,671,44.2,25,Cloudy,1,41.84,Summer,0,232
52230,2023-06-07,S002,P0011,Groceries,South,495,202,607,103.68,25,Rainy,1,97.87,Summer,0,213
52247,2023-06-07,S003,P0008,Clothing,East,198,198,376,121.55,25,Sunny,1,145.65,Summer,0,216
52250,2023-06-07,S003,P0011,Electronics,East,421,305,502,152.26,20,Sunny,1,182.09,Summer,0,257
52260,2023-06-07,S004,P0001,Groceries,West,180,180,1209,14.77,15,Sunny,1,17.77,Summer,0,269
52263,2023-06-07,S004,P0004,Groceries,West,691,308,795,82.71,15,Sunny,1,77.23,Summer,0,316
52313,2023-06-08,S001,P0014,Groceries,North,712,136,775,97.67,5,Cloudy,0,107.35,Summer,0,222
52411,2023-06-09,S001,P0012,Groceries,North,400,251,581,105.99,20,Sunny,1,95.39,Summer,0,256
52432,2023-06-09,S002,P0013,Groceries,South,918,215,0,24.36,25,Sunny,1,26.51,Summer,0,238
52446,2023-06-09,S003,P0007,Groceries,East,667,189,856,18.93,10,Rainy,1,20.28,Summer,0,186
52485,2023-06-09,S005,P0006,Groceries,North,737,184,1084,83.14,10,Sunny,1,76.74,Summer,0,241
52553,2023-06-10,S003,P0014,Groceries,East,649,186,824,115.94,15,Rainy,1,127.66,Summer,0,230
52572,2023-06-10,S004,P0013,Groceries,West,505,220,594,24.64,15,Cloudy,1,23.3,Summer,0,201
52606,2023-06-11,S001,P0007,Groceries,North,172,172,1169,34.24,20,Sunny,1,29.15,Summer,0,291
52652,2023-06-11,S003,P0013,Groceries,East,744,171,714,84.52,15,Cloudy,1,91.73,Summer,0,208
52661,2023-06-11,S004,P0002,Groceries,West,0,0,551,30.32,10,Sunny,1,33.16,Summer,0,298
52666,2023-06-11,S004,P0007,Groceries,West,811,237,971,39.57,10,Sunny,1,34.56,Summer,0,235
52688,2023-06-11,S005,P0009,Groceries,North,951,189,0,129.67,15,Sunny,1,123.91,Summer,0,253
52692,2023-06-11,S005,P0013,Groceries,North,92,92,1101,112.54,20,Sunny,1,99.59,Summer,0,338
52694,2023-06-11,S005,P0015,Groceries,North,438,278,563,70.78,10,Sunny,0,60.53,Summer,0,246
52784,2023-06-12,S005,P0005,Groceries,North,292,250,407,21.69,10,Cloudy,1,19.47,Summer,0,220
52836,2023-06-13,S002,P0017,Toys,South,519,230,601,23.49,20,Cloudy,1,27.14,Summer,0,215
52880,2023-06-13,S005,P0001,Groceries,North,374,235,407,14.66,20,Sunny,1,14.15,Summer,0,234
52888,2023-06-13,S005,P0009,Groceries,North,633,276,847,155.05,0,Sunny,0,136.88,Summer,0,260
52913,2023-06-14,S001,P0014,Groceries,North,789,288,825,105.17,10,Sunny,0,94.95,Summer,0,257
53023,2023-06-15,S002,P0004,Groceries,South,987,264,1209,61.99,20,Sunny,1,70.91,Summer,0,351
53046,2023-06-15,S003,P0007,Groceries,East,807,158,1047,21.47,10,Cloudy,0,25.24,Summer,0,238
53115,2023-06-16,S001,P0016,Groceries,North,513,262,619,43.92,25,Cloudy,1,47.32,Summer,0,252
53124,2023-06-16,S002,P0005,Electronics,South,635,214,893,106.87,15,Sunny,1,128.02,Summer,0,203
53152,2023-06-16,S003,P0013,Groceries,East,804,213,785,94.02,0,Sunny,0,105.59,Summer,0,186
53153,2023-06-16,S003,P0014,Groceries,East,640,200,630,119.66,10,Sunny,0,104.41,Summer,0,197
53154,2023-06-16,S003,P0015,Groceries,East,509,326,1275,134.17,20,Sunny,1,156.69,Summer,0,313
53157,2023-06-16,S003,P0018,Furniture,East,735,154,0,177.14,0,Sunny,0,168.17,Summer,0,144
