,Inventory Level,Units Sold,Units Ordered,Price,Discount,Promotion,Competitor Pricing,Epidemic,Demand,time_idx,is_weekend,month_sin,month_cos,dow_sin,dow_cos,store_freq,product_freq,store_product_freq,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter
34923,61,61,330,39.68,10,0,43.26,0,112,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34924,626,104,0,101.84,0,0,87.39,0,109,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34925,175,117,0,62.85,10,0,72.61,0,114,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34926,658,113,0,33.42,5,0,31.65,0,147,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
34927,146,146,144,28.86,0,0,32.52,0,134,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34928,336,122,0,54.37,15,1,59.83,0,106,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34929,101,84,73,87.01,0,0,77.3,0,77,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34930,487,132,507,83.81,25,1,96.8,0,150,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34931,544,120,0,76.81,10,1,65.31,0,148,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34932,701,143,0,20.72,20,1,24.72,0,149,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34933,272,47,0,108.73,10,1,102.53,0,71,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34934,862,70,0,68.74,5,0,64.23,0,96,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34935,57,57,0,101.94,0,0,94.49,0,123,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34936,515,40,0,17.2,0,0,19.92,0,41,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
34937,103,101,123,32.16,5,0,29.34,0,142,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34938,828,77,0,96.96,0,0,94.47,0,111,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2659,532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34939,250,64,0,120.35,5,0,136.31,0,68,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2659,532,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34940,226,75,170,16.94,0,0,19.29,0,97,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
34941,332,36,0,41.43,10,1,49.75,0,43,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34942,213,100,0,85.34,10,0,93.9,0,113,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34943,608,53,0,20.83,0,0,20.44,0,54,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34944,719,58,0,20.5,5,0,18.87,0,66,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
34945,147,92,89,39.29,0,0,37.93,0,80,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
34946,778,133,0,17.54,5,0,15.07,0,121,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34947,94,86,0,101.78,10,0,98.62,0,74,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34948,134,134,245,62.06,20,1,56.68,0,207,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34949,243,81,0,44.82,0,0,44.77,0,124,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34950,258,136,256,124.87,10,1,108.73,0,115,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34951,8,8,0,90.34,15,1,79.05,0,81,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34952,370,139,0,75.76,15,1,66.14,0,147,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34953,337,176,387,94.87,20,1,92.14,0,154,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34954,620,72,0,102.0,5,0,101.41,0,110,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34955,295,101,0,102.76,0,0,102.29,0,87,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34956,257,55,0,131.16,0,0,118.46,0,81,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34957,313,108,0,146.99,5,0,133.52,0,100,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34958,64,64,93,58.62,0,0,54.08,0,101,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2659,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34959,653,83,0,74.49,0,0,78.69,0,96,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2659,532,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34960,452,128,523,11.18,10,0,10.3,0,117,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34961,150,117,0,16.36,25,1,17.28,0,121,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34962,485,58,0,138.77,5,0,153.14,0,87,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34963,239,73,0,50.3,10,0,42.99,0,94,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34964,86,60,61,63.98,5,0,69.64,0,72,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34965,183,68,0,34.3,10,0,38.18,0,111,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34966,894,57,0,26.58,5,0,24.7,0,75,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34967,117,45,68,99.9,0,0,89.14,0,64,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34968,203,97,0,128.91,10,1,126.31,0,149,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34969,31,31,0,26.0,0,0,30.64,0,99,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34970,525,116,0,61.72,15,1,72.58,0,160,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34971,162,142,161,110.46,20,1,100.06,0,137,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34972,800,60,0,15.04,25,1,18.06,0,91,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34973,40,40,0,123.48,20,1,134.27,0,52,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34974,529,56,0,90.59,5,0,99.61,0,70,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34975,219,58,0,114.86,0,0,111.22,0,53,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34976,148,129,137,98.51,10,0,92.93,0,115,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34977,110,38,70,138.42,10,0,156.54,0,61,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34978,124,124,125,59.0,10,0,68.84,0,123,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2659,532,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34979,138,44,0,117.11,10,0,124.75,0,72,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10640,2659,532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34980,216,133,0,12.81,0,0,15.16,0,118,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34981,308,131,602,47.64,10,1,52.8,0,178,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34982,186,33,0,26.23,5,0,25.53,0,55,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
34983,107,88,90,7.63,0,0,6.59,0,80,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34984,119,111,0,16.8,10,0,19.94,0,141,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34985,249,77,0,54.95,10,0,62.67,0,106,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34986,518,84,0,84.29,10,0,74.24,0,123,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34987,152,128,130,64.44,5,0,75.41,0,122,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34988,97,97,628,110.24,15,1,101.15,0,184,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34989,600,170,0,71.09,0,0,78.68,0,155,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34990,159,136,617,80.47,10,1,92.2,0,129,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34991,339,100,0,115.14,25,1,112.24,0,110,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34992,194,135,0,59.89,25,1,64.48,0,120,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34993,257,65,0,154.47,15,1,171.19,0,102,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34994,319,94,0,52.96,5,0,61.72,0,132,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
34995,210,146,0,36.95,5,0,39.85,0,128,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
34996,117,59,69,34.95,0,0,40.77,0,73,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
34997,100,86,115,20.81,5,0,22.19,0,97,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34998,202,80,171,139.63,0,0,151.96,0,75,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2659,531,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34999,134,129,116,30.65,10,0,26.94,0,109,349,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,10638,2659,531,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35000,374,113,0,75.72,5,0,71.33,0,112,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35001,155,65,0,48.84,20,1,51.44,0,76,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35002,321,152,0,59.85,10,0,58.26,0,140,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35003,426,88,0,97.76,20,1,107.42,0,134,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35004,323,129,0,66.39,10,0,62.84,0,153,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35005,90,90,319,37.41,20,1,37.35,0,119,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35006,444,132,0,23.97,20,1,20.69,0,142,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35007,140,34,0,38.42,5,0,37.71,0,52,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35008,269,164,144,102.32,10,0,114.8,0,178,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35009,328,63,381,107.03,25,1,97.23,0,90,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35010,193,58,173,162.33,5,0,193.58,0,89,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35011,0,0,0,107.6,0,0,103.99,0,169,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35012,168,69,0,27.64,10,0,33.09,0,72,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35013,322,105,0,72.29,0,0,79.85,0,96,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35014,140,97,113,16.82,5,0,14.79,0,109,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35015,458,154,453,40.77,15,1,38.82,0,151,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35016,188,90,0,17.53,25,1,20.92,0,103,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
35017,183,160,113,60.81,15,1,57.13,0,134,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35018,75,75,113,131.82,0,0,130.47,0,105,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2659,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35019,240,205,837,121.99,25,1,132.65,0,176,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2659,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35020,673,127,0,82.39,10,0,78.29,0,120,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35021,263,207,432,34.61,25,1,33.67,0,192,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
35022,261,143,0,92.01,10,0,86.69,0,158,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35023,337,141,0,44.23,20,1,40.33,0,172,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35024,522,99,598,103.03,5,0,122.17,0,147,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35025,58,58,198,76.73,10,1,84.84,0,185,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35026,545,134,0,29.28,15,1,28.19,0,139,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
35027,144,110,158,26.96,10,0,31.43,0,147,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35028,214,28,0,44.59,10,0,50.19,0,36,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35029,90,90,108,78.35,15,1,93.79,0,109,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35030,355,113,0,101.39,5,0,112.08,0,134,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35031,424,92,0,73.22,0,0,63.63,0,98,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35032,558,122,0,24.35,5,0,22.62,0,127,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35033,788,27,0,95.43,0,0,105.5,0,24,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35034,792,117,0,81.3,10,0,71.2,0,171,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35035,298,90,321,92.73,15,1,82.0,0,146,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35036,475,64,0,16.86,10,1,18.62,0,63,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
35037,125,63,88,24.37,15,1,27.53,0,104,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35038,751,89,0,85.43,0,0,92.75,0,88,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2659,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35039,186,68,0,104.66,20,1,117.28,0,77,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2659,532,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35040,151,49,0,15.05,5,0,13.06,0,63,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
35041,296,252,732,74.45,10,1,74.36,0,218,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35042,113,113,114,102.94,0,0,97.53,0,123,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35043,555,130,0,24.17,10,1,21.13,0,129,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35044,661,72,0,23.02,5,0,26.92,0,116,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
35045,144,126,108,36.96,15,1,40.3,0,128,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
35046,645,185,552,17.17,15,1,20.37,0,171,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35047,334,81,0,106.37,0,0,113.42,0,71,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35048,245,76,0,56.68,0,0,52.9,0,96,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35049,162,101,168,40.18,20,1,39.89,0,164,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35050,122,49,0,101.51,5,0,90.82,0,41,350,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
